descricao;endereco;area;quartos;suites;wc;vagas;valor;condominio;lat;lon;weblink
Conheça este lindo apartamento, muito amplo, com cozinha e banheiros reformados, super iluminado! Ele é extremamente bem localizado, a 2 quadras da Praça do Japão, espaçoso e com 4 quartos, sendo duas suítes. Conheça este excelente apartamento de 175 metros quadrados privativos, com três vagas de garagem, que cabem 4 até carros.Com excelente planta, espaçoso e ensolarado. O apartamento está assim dividido: - Excelente sala para dois ambientes. Com piso de porcelanato, teto rebaixado e projeto de iluminação. Possui desnível para a sala de jantar.- Ótimo lavabo. - Sala de estar privativa, ligada à cozinha.- Cozinha reformada, com armários e eletrodomésticos. Iluminada e arejada. - Quartos amplos e iluminados, com armários. - Banheiro social amplo, reformado.- Suíte de bom tamanho, com armários e banheiro reformado.- Suíte master de bom tamanho, com amplo closet.- Banheiro privativo reformado, com armários. - Área de serviço arejada e ampla. - Belíssima vista do bairro e muito sol.- Duas vagas de garagem individuais, que cabem 3 carros e uma moto.Condomínio possui portaria 24 horas, salão de festas reformado, churrasqueira sendo revitalizada, quadra poliesportiva, horta e playground.;Rua Carneiro Lobo;285;4;2;4;3;1249000;1500;-25.449012;-49.28949;https://www.vivareal.com.br/imovel/apartamento-4-quartos-batel-bairros-curitiba-com-garagem-175m2-venda-RS1249000-id-2581640129/
O empreendimento com apartamentos compactos prontos para morar. Com uma localização privilegiada, próximo dos principais pontos da cidade de Curitiba, com fácil acesso a shoppings, comércios e avenidas que ligam de um ponto a outro dentro da capital. ideal para quem busca investir e receber um bom retorno sem preocupações. Modernos e inovadores, nossos studios têm o tamanho certo para quem procura um lugar confortável e compacto, pois estão disponíveis nas opções de 18,50m² e 19,77m². Além disso, o empreendimento conta com espaços como: Bicicletário, Coworking, Lavanderia Coletiva, Academia e Rooftop. Os espaços compartilhados garantem mais conforto e praticidade para aqueles que desejam morar em um local compacto, porém, funcional. Conheça o Brickell One, seu novo conceito de investimento.Valor promocional por tempo determinado, pode-se optar por compra do apto já mobiliádo, com mobilia completa com geladeira tv fogao talher ar condicionado. Agregando um valor de R$ 40.000,00. Vagas de garagem podem ser adquiridas separadamente.OBS.: Imágens do apartamento decorado, já vendido! Os valores podem ser corrigidos a qualquer momento.;Avenida Silva Jardim;32;1;-;1;-;223821;500;-25.44059;-49.269367;https://www.vivareal.com.br/imovel/apartamento-1-quartos-centro-bairros-curitiba-19m2-venda-RS223821-id-2572437336/
Excelente apartamento no Campo Comprindo, contendo: - Sala arejada e iluminada para dois ambientes com piso em taco de madeira,- Cozinha com armários,- Área de serviço com tanque embutido,- Bwc social com box,- 03 dormitórios com bom tamanho, boa ventilação e com piso em taco de madeira,- vaga de estacionamento para 01 veículo,- Portaria 24 horas,- Circuito de câmeras para monitoramento,- Salão de festas com churrasqueira a carvão e bwcs, Próximo ao Supermercado Tissi, com ônibus em frente ao condomínio, a apenas 7 km do centro de Ctba, com uma infinita rede de serviços e comércio ao redor. * agende sua visita !! * valores sujeito à alterações sem aviso prévio * confirmar valor condomínio diretamente com administradora/síndico;Rua Luiz Ronaldo Canalli;60;3;0;1;0;165000;300;-25.46112;-49.33403;https://www.vivareal.com.br/imovel/apartamento-3-quartos-campo-comprido-bairros-curitiba-50m2-venda-RS165000-id-2555449234/
Apto NOVO(sem uso) no Condomínio Clube Flexcity - Cristo Rei/Jardim Botânico, Contendo 3 dormitórios, sendo 1 suíte.Banheiro social.Sala para 02 ambientes.Cozinha americana.Área de serviço.Ampla Sacada com churrasqueira a carvão.01 vaga de garagemO condomínio oferece:- Portaria 24h com vigilância eletrônica e monitoramento- Academia- Bicicletário- Churrasqueiras- Espaço Gourmet- Espaço Kids- Espaço Pet- Espaço Teen- Loja de Conveniência- Piscina Aquecida- Playground- Quadra Poliesportiva- Salão de Festas Adulto e Infantil- Salão de Jogos.Entre em contato e agende sua visita. -;Rua Sanito Rocha;125;3;1;2;1;569000;480;-25.436877;-49.24096;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cristo-rei-bairros-curitiba-com-garagem-77m2-venda-RS569000-id-2577587798/
"EDIFICIO PALLADIUMApartamento semi mobiliadoExcelente localização a poucos metros do Shopping Palladium e Supermercado MuffatoSala ampla para 02 ambientes, cozinha com armários planejados e eletrodomésticos novos, 02 dormitórios com armários sendo 01 suíte, sacada e vaga de garagem própria.O condomínio oferece: Portaria eletrônica; Salão de festas com espaço externo e elevador.Disponível para visitas.Agende o seu horário com um de nossos corretores. -";Rua Daisy Luci Berno;60;2;1;1;1;320000;480;-25.475877;-49.286658;https://www.vivareal.com.br/imovel/apartamento-2-quartos-portao-bairros-curitiba-com-garagem-53m2-venda-RS320000-id-2585785247/
Um empreendimento de alto padrão, pronto para morar, em uma localização fantástica no bairro Ecoville. São diversos diferenciais de acabamento e tecnologia, uma planta excelente com 245 metros privativos, são quatros vagas de garagem, três suítes e mais um home office. As características desse empreendimento foram pensadas no seu conforto, segurança e qualidade de vida. As áreas comuns também são incríveis, em estilo neoclássico, ele dispõe de todas as áreas já mobiliadas e equipadas.Entre em contato, saiba mais e agende a sua visita neste lindo apartamento.;Rua Professor Pedro Viriato Parigot de Souza;416;4;3;5;4;3850000;2200;-25.438786;-49.338628;https://www.vivareal.com.br/imovel/apartamento-4-quartos-ecoville-bairros-curitiba-com-garagem-245m2-venda-RS3850000-id-2582480907/
"Maravilhoso apartamento no condomínio Parque Ecoville, ao lado do terminal Campo Comprido, com fácil acesso às principais vias do bairro; Monsenhor Ivo Zanlorenzi e Prof. Pedro Viriato Parigot Souza. Há 1km da Universidade Positivo, 3Km da Mercadoteca, apenas 15 minutos do centro de Curitiba, lugar ideal para quem busca área arborizada e com fácil deslocamento às grandes multinacionais, sem perder a praticidade e todo comércio da região. APARTAMENTO: - 03 Dormitórios amplos (1 suíte). - Sacada c/ Churrasqueira a carvão. - Sala para 2 ambientes. - Sol da tarde, Face Oeste.CONDOMÍNIO: Conta com infra-estrutura clube, bosque privativo, ampla área de lazer com espaço adulto, infantil e Pet, Piscina externa com deck e piscina coberta aquecida. Possui também mercado privativo com ampla gama de produtos, exclusivo para moradores. AGENDE sua VISITA : ou - Ligue ou chame WhatsApp. *Valor Sujeito Alteração sem aviso prévio *Consulte condição e disponibilidade.";Rua Monsenhor Ivo Zanlorenzi;209;3;1;2;2;650000;0;-25.442428;-49.347093;https://www.vivareal.com.br/imovel/apartamento-3-quartos-ecoville-bairros-curitiba-com-garagem-88m2-venda-RS650000-id-2574454568/
Excelente apartamento no primeiro andar localizado no Campo comprido próximo ao cotolengo contendo Sala ampla, 03 Quartos, Banheiro social, Cozinha com área de serviço, Vaga de estacionamento rotativa. Condomínio oferece portaria 24hrs.Imóvel Permite Financiamento Bancário!!!Agende uma visita com nossos corretores! A Rezende Imóveis fica localizada na Rua João Dembinski 3301, loja 2 Atendemos Curitiba, Região Metropolitana e litoral!!!hoje mesmo nos telefones e ( WhatsApp). OBS. O imóvel poderá sofrer alteração de valor e disponibilidade sem aviso prévio. -;Rua Nelson Ferreira da Luz;56;3;0;1;1;190000;521;-25.458529;-49.325431;https://www.vivareal.com.br/imovel/apartamento-3-quartos-campo-comprido-bairros-curitiba-com-garagem-49m2-venda-RS190000-id-2581006721/
"*EXCELENTE OPORTUNIDADE* Lindo apartamento em excelente localização no Novo Mundo ao lado do Shopping e terminal.Apartamento Com:->Área do total: 77,00 m²->Área útil: 60,00 m²-> 02 Dormitórios, sendo 01 suíte;-> Cozinha;-> Sala de estar;-> 01 Banheiros;-> Lavanderia;-> Vaga de garagem coberta para 01 carro;Acabamento: Rebaixamento em gesso e iluminação em LED, piso laminado, moveis planejado alto padrão em todos os ambientes. Áreas Comuns: Bicicletário, Academia, Salão de festas, churrasqueiras, espaço kids.  *AGENDE JÁ SUA VISITA* *ACEITA FINANCIAMENTO* Valor e informações estão sujeitos a ALTERAÇÃO sem aviso prévioImobiliária Multbrokers";-;77;2;1;1;1;420000;300;-;-;https://www.vivareal.com.br/imovel/apartamento-2-quartos-novo-mundo-bairros-curitiba-com-garagem-60m2-venda-RS420000-id-2561436965/
"* Ao ligar informe o código do anúncio AND193; Apartamento para venda no Edifício Maria Luiza, possui 93 m² com 3 quartos sendo 1 suíte e 1 excelente vaga de garagem coberta. O apartamento está localizado no bairro Santa Quitéria, tem 93 metros quadrados com 3 quartos sendo 1 suite e 2 banheiros. A alguns minutos de transporte coletivo, padarias, restaurantes, hospitais, escolas, estacionamentos, universidades, shoppings. Encontra-se na privacidade de um condomínio fechado. Já esta com móveis planejados na cozinha e suíte, sistema de aquecimento a gás, luminárias, banheiros com ventilação natural e todos os dias você poderá desfrutar de uma linda vista do por do sol . Prédio não possui elevador, mas são apenas 3 lances de escada com poucos degraus. Vaga de garagem coberta, individual, escriturada e muito fácil para manobrar. O prédio ainda oferece salão de festas, interfone, monitoramento remoto e internet de banda larga. * Reforçando, o prédio não possui elevador. *Valor sujeito a alteração sem aviso prévio.Fale conosco: -";Rua Major França Gomes;143;3;1;2;1;349000;367;-25.459944;-49.31239;https://www.vivareal.com.br/imovel/apartamento-3-quartos-santa-quiteria-bairros-curitiba-com-garagem-93m2-venda-RS349000-id-2584690801/
Azure Imóveis vende apartamento no Água Verde!Ótimo apartamento em localização privilegiada no Água Verde, com fácil acesso ao comércio e lazer da região!O apartamento possui uma planta bem distribuída, iluminada e bem ventilada.Apresenta a seguinte composição: sala para dois ambientes, três dormitórios, sendo uma suíte, cozinha com armários, ampla área de serviço e dependência completa de empregada, além de uma vaga de garagem livre e coberta.Agende uma visita e aproveite esta oportunidade!;-;139;3;1;3;1;330000;330;-;-;https://www.vivareal.com.br/imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-101m2-venda-RS330000-id-2582174133/
Lançamento, próximo ao Parque Bacacheri.O Jardim dos Manacás está rodeado das facilidades que a sua família precisa,incluindo restaurantes, hospitais, hipermercado e, é claro, o Parque Bacacheri.O empreendimento é inspirado na flor do Manacá, símbolo da cidade de Curitiba. Tem a sua primeira etapa de Projeto como Florata.Seu nome popular deriva da palavra tupi manacán, que faz alusão a uma jovem de rara beleza. A comparação acontece por causa de suas flores, muito vistosas e de cores fortes. Um nome que homenageia a cidade de Curitiba e as belezas da região do Bacacheri, referindo-se a um espaço planejado.Apartamentos de 2 e 3 dormitórios com suíte, metragens de 59 a 73 m²Opções de gardens, terraços dos gardens de 22m² a 39m² ÁREAS COMUNS:- Portaria- Hall de entrada- Bicicletário- Piscina- Playground- Quadra poliesportiva- Bosque preservado- Lounges externo- Fireplace- Salão gourmet- Salão de festas- Brinquedoteca- Sala de jogos- Horta compartilhada- Pet care- Coworking- Academia* Imagens meramente ilustrativas. Acabamentos de acordo com memorial descritivo. Alvará 379419.*Preço referente a unidade 105 – T4 ( área privativa 59,93m²). Consulte os valores de cada unidade.;Rua Nicolau Salomão;-;2;1;1;1;311497;0;-25.384816;-49.224896;https://www.vivareal.com.br/imovel/apartamento-2-quartos-tingui-bairros-curitiba-com-garagem-59m2-venda-RS311497-id-2564025457/
Condomínio Clube Reserva EcovilleLindo apartamento mobiliado com uma das melhores sofisticação do mercado em moveis e decoração apartamento capa de revista!!!Apartamento de 131m², Face Oeste, 2 dormitórios sendo 2 suíte com closet, 2 vagas de garagem, home office, ampla sacada com churrasqueira a carvão, sala estar, jantar, lavabo, cozinha, área de serviço, persianas externas (blackout) nos quartos com pontos para automação, pontos de ar-condicionado nos quartos e sala, aquecimento central a gás e individual.Área de lazer: Espaço gourmet, salão de festas adulto e infantil, piscina coberta, piscina adulto e infantil descoberta, fitness, pet care, brinquedoteca, playground, garage band, game station, salão de beleza, barbearia, sala de cinema, casa na árvore, ateliê e muito mais...Tranquilo e bem arborizado, o Ecoville é hoje o melhor lugar para se viver em Curitiba, uma região nobre de vizinhança seleta, cercada de muito verde e ar puro.Valor para pagamento a vista!Marque sua visita! whats*Consulte a disponibilidade da unidade* -;Rua Professor Pedro Viriato Parigot de Souza;231;2;2;4;2;1490000;950;-25.440825;-49.347054;https://www.vivareal.com.br/imovel/apartamento-2-quartos-ecoville-bairros-curitiba-com-garagem-131m2-venda-RS1490000-id-2533620086/
Apartamento para Venda, Edifício Saint Bernard no bairro Bacacheri, localizado na cidade de Curitiba / PR.   Excelente apartamento de frente, face norte, contendo 3 dormitórios, sendo 2 suítes, sala para 2 ambientes com sacada, banheiro social, cozinha com armários planejados, lavanderia e 1 vaga de garagem livre e exclusiva.   Edifício conta com portaria 24h, salão de festas, sala de jogos, playground, quadra poliesportiva e projeto para academia em andamento.   Área Total: 165,79 m²  Área Privativa: 107,49 m².   BRUNO MACHADO IMÓVEIS;Avenida Paraná;165;3;2;3;1;600000;715;-25.398911;-49.245218;https://www.vivareal.com.br/imovel/apartamento-3-quartos-bacacheri-bairros-curitiba-com-garagem-107m2-venda-RS600000-id-2578513824/
VENDE APARTAMENTO RESIDENCIAL JAZZ, COM DOIS QUARTOS (SENDO UMA SUITE), UMA VAGA E 70,00m² ÁREA PRIVATIVA  Vende apartamento no Residencial Jazz, Rua do Herval 1378, Bairro Cristo Rei – Localização espetacular rua calma, prédio novo, ensolarado e ventilado com dois quartos (sendo uma suíte com armário, pia em granito e box), banheiro social com pia de sobrepor, armário, box, sala para dois ambientes, sacada estilo varanda com churrasqueira a carvão e fechamento em vidro sistema reike, cozinha com armários planejados, bancada em granito, permanece o (fogão e forno embutido), integrada com a lavanderia.Piso laminado, iluminação e gesso no apartamento todo, sistema de aquecimento de água quente de passagem, uma vaga de garagem individual no subsolo.Condomínio com fachada moderna, portaria automatizada, elevador, salão de festas decorado e equipado, hall de entrada decorado e equipado, terraço com vista panorâmica. Não perca esta oportunidade, agende já sua visita.  Taxa de condomínio R$ 390,00 + consumos;Rua do Herval;70;2;1;2;1;490000;-;-25.433298;-49.242366;https://www.vivareal.com.br/imovel/apartamento-2-quartos-cristo-rei-bairros-curitiba-com-garagem-70m2-venda-RS490000-id-2583241816/
